# 原版 DOS（GEO2 區塊 0x01，提爾佛頓）第一人稱畫面，640x400 擷取
# 第 675 輪起用 tools/dos-oracle-jump-capture.sh 取得：自製存檔直接跳到指定格，
# 第 683 輪起換圖也走這一支（AREA／ECL_BLOCK／GEO_BLOCK／PREFIX 四個環境變數），
# 檔名前綴 geo{檔集}-b{段} 就是那張圖的身分。
# 每一張都把畫面上的座標與朝向讀回來核對過，不符的不收（所以有幾格不是四個朝向都齊）。
# 檔名	x	y	朝向
geo6-b40-x11-y11-W.png	11	11	W
geo6-b40-x04-y12-N.png	4	12	N
geo6-b40-x04-y12-E.png	4	12	E
geo6-b40-x04-y12-S.png	4	12	S
geo6-b40-x04-y12-W.png	4	12	W
geo6-b40-x11-y12-N.png	11	12	N
geo6-b40-x11-y12-E.png	11	12	E
geo6-b40-x11-y12-S.png	11	12	S
geo6-b40-x11-y12-W.png	11	12	W
geo6-b40-x01-y13-N.png	1	13	N
geo6-b40-x01-y13-E.png	1	13	E
geo6-b40-x01-y13-S.png	1	13	S
geo6-b40-x01-y13-W.png	1	13	W
geo6-b40-x02-y13-N.png	2	13	N
geo6-b40-x02-y13-E.png	2	13	E
geo6-b40-x02-y13-S.png	2	13	S
geo6-b40-x02-y13-W.png	2	13	W
geo6-b40-x03-y13-N.png	3	13	N
geo6-b40-x03-y13-E.png	3	13	E
geo6-b40-x03-y13-S.png	3	13	S
geo6-b40-x03-y13-W.png	3	13	W
geo6-b40-x13-y13-N.png	13	13	N
geo6-b40-x13-y13-E.png	13	13	E
geo6-b40-x13-y13-S.png	13	13	S
geo6-b40-x13-y13-W.png	13	13	W
geo6-b40-x02-y14-N.png	2	14	N
geo6-b40-x02-y14-E.png	2	14	E
geo6-b40-x02-y14-S.png	2	14	S
geo6-b40-x02-y14-W.png	2	14	W
geo6-b40-x03-y14-N.png	3	14	N
geo6-b40-x03-y14-E.png	3	14	E
geo6-b40-x03-y14-S.png	3	14	S
geo6-b40-x03-y14-W.png	3	14	W
geo6-b40-x12-y14-N.png	12	14	N
geo6-b40-x12-y14-E.png	12	14	E
geo6-b40-x12-y14-S.png	12	14	S
geo6-b40-x12-y14-W.png	12	14	W
geo6-b40-x02-y15-N.png	2	15	N
geo6-b40-x02-y15-E.png	2	15	E
geo6-b40-x02-y15-S.png	2	15	S
geo6-b40-x02-y15-W.png	2	15	W
geo6-b40-x03-y15-N.png	3	15	N
geo6-b40-x03-y15-E.png	3	15	E
geo6-b40-x03-y15-S.png	3	15	S
geo6-b40-x03-y15-W.png	3	15	W
geo6-b42-x02-y02-N.png	2	2	N
geo6-b42-x02-y02-E.png	2	2	E
geo6-b42-x02-y02-S.png	2	2	S
geo6-b42-x02-y02-W.png	2	2	W
geo6-b42-x03-y02-N.png	3	2	N
geo6-b42-x03-y02-E.png	3	2	E
geo6-b42-x03-y02-S.png	3	2	S
geo6-b42-x03-y02-W.png	3	2	W
geo6-b42-x05-y02-N.png	5	2	N
geo6-b42-x05-y02-E.png	5	2	E
geo6-b42-x05-y02-S.png	5	2	S
geo6-b42-x05-y02-W.png	5	2	W
geo6-b42-x03-y03-N.png	3	3	N
geo6-b42-x03-y03-E.png	3	3	E
geo6-b42-x03-y03-S.png	3	3	S
geo6-b42-x03-y03-W.png	3	3	W
geo6-b42-x06-y05-N.png	6	5	N
geo6-b42-x06-y05-E.png	6	5	E
geo6-b42-x06-y05-S.png	6	5	S
geo6-b42-x06-y05-W.png	6	5	W
geo6-b42-x06-y06-N.png	6	6	N
geo6-b42-x06-y06-E.png	6	6	E
geo6-b42-x06-y06-S.png	6	6	S
geo6-b42-x06-y06-W.png	6	6	W
geo6-b42-x13-y06-N.png	13	6	N
geo6-b42-x13-y06-E.png	13	6	E
geo6-b42-x13-y06-S.png	13	6	S
geo6-b42-x13-y06-W.png	13	6	W
geo6-b42-x06-y07-N.png	6	7	N
geo6-b42-x06-y07-E.png	6	7	E
geo6-b42-x06-y07-S.png	6	7	S
geo6-b42-x06-y07-W.png	6	7	W
geo6-b42-x06-y08-N.png	6	8	N
geo6-b42-x06-y08-E.png	6	8	E
geo6-b42-x06-y08-S.png	6	8	S
geo6-b42-x06-y08-W.png	6	8	W
geo6-b42-x12-y08-N.png	12	8	N
geo6-b42-x12-y08-E.png	12	8	E
geo6-b42-x12-y08-S.png	12	8	S
geo6-b42-x12-y08-W.png	12	8	W
geo6-b42-x03-y09-N.png	3	9	N
geo6-b42-x03-y09-E.png	3	9	E
geo6-b42-x03-y09-S.png	3	9	S
geo6-b42-x03-y09-W.png	3	9	W
geo6-b42-x06-y09-N.png	6	9	N
geo6-b42-x06-y09-E.png	6	9	E
geo6-b42-x06-y09-S.png	6	9	S
geo6-b42-x06-y09-W.png	6	9	W
geo6-b42-x12-y09-N.png	12	9	N
geo6-b42-x12-y09-E.png	12	9	E
geo6-b42-x12-y09-S.png	12	9	S
geo6-b42-x12-y09-W.png	12	9	W
geo6-b42-x09-y10-N.png	9	10	N
geo6-b42-x09-y10-E.png	9	10	E
geo6-b42-x09-y10-S.png	9	10	S
geo6-b42-x09-y10-W.png	9	10	W
geo6-b42-x12-y10-N.png	12	10	N
geo6-b42-x12-y10-E.png	12	10	E
geo6-b42-x12-y10-S.png	12	10	S
geo6-b42-x12-y10-W.png	12	10	W
geo6-b42-x07-y11-N.png	7	11	N
geo6-b42-x07-y11-E.png	7	11	E
geo6-b42-x07-y11-S.png	7	11	S
geo6-b42-x07-y11-W.png	7	11	W
geo6-b42-x12-y11-N.png	12	11	N
geo6-b42-x12-y11-E.png	12	11	E
geo6-b42-x12-y11-S.png	12	11	S
geo6-b42-x12-y11-W.png	12	11	W
geo6-b42-x12-y12-N.png	12	12	N
geo6-b42-x12-y12-E.png	12	12	E
geo6-b42-x12-y12-S.png	12	12	S
geo6-b42-x12-y12-W.png	12	12	W
geo6-b42-x15-y12-N.png	15	12	N
geo6-b42-x15-y12-E.png	15	12	E
geo6-b42-x15-y12-S.png	15	12	S
geo6-b42-x15-y12-W.png	15	12	W
geo6-b43-x07-y08-N.png	7	8	N
geo6-b43-x07-y08-E.png	7	8	E
geo6-b43-x07-y08-S.png	7	8	S
geo6-b43-x07-y08-W.png	7	8	W
geo6-b45-x09-y09-N.png	9	9	N
geo6-b45-x09-y09-E.png	9	9	E
geo6-b45-x09-y09-S.png	9	9	S
geo6-b45-x09-y09-W.png	9	9	W
geo5-b35-x11-y09-N.png	11	9	N
geo5-b35-x11-y09-E.png	11	9	E
geo5-b35-x11-y09-S.png	11	9	S
geo5-b35-x11-y09-W.png	11	9	W
geo5-b35-x03-y11-N.png	3	11	N
geo5-b35-x03-y11-E.png	3	11	E
geo5-b35-x03-y11-S.png	3	11	S
geo5-b35-x03-y11-W.png	3	11	W
geo5-b35-x08-y11-N.png	8	11	N
geo5-b35-x08-y11-E.png	8	11	E
geo5-b35-x08-y11-S.png	8	11	S
geo5-b35-x08-y11-W.png	8	11	W
geo6-b40-x05-y04-N.png	5	4	N
geo6-b40-x05-y04-E.png	5	4	E
geo6-b40-x05-y04-S.png	5	4	S
geo6-b40-x05-y04-W.png	5	4	W
geo6-b40-x11-y06-N.png	11	6	N
geo6-b40-x11-y06-E.png	11	6	E
geo6-b40-x11-y06-S.png	11	6	S
geo6-b40-x11-y06-W.png	11	6	W
geo6-b40-x04-y07-N.png	4	7	N
geo6-b40-x04-y07-E.png	4	7	E
geo6-b40-x04-y07-S.png	4	7	S
geo6-b40-x04-y07-W.png	4	7	W
